Interval=	0.01 s
ExcelDateTime=	4.5855649139942347e+04	07/17/25 15:34:45.691019
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	PushSWE	Flow	EMG	Pressure	Flow BIS	Inspi cyclic	Expi cyclic	L/m -> L/s	VolumeResp
Range=	10.000 V	500.0 mV	100.00 mV	100.00 mV	64.18 L/min	1.1000 	1.1000 	1.07 L/s	1.00 L/s.s
UnitName=	*		*	cmH2O	*	*	*	*	*
TopValue=	*	148.52	*	3523.71	*	*	*	*	*
BottomValue=	*	-163.55	*	-3491.41	*	*	*	*	*
33.63	3.201672	-29.85473	-0.006640625	11.65639	-29.85473	1.469056e-08	1.469056e-08	-0.4975789	0.001658486
33.64	3.201664	-29.36944	0.4066406	11.61141	-29.36944	1.469056e-08	1.469056e-08	-0.4894907	-0.003275662
33.65	3.201734	-28.90251	-0.0428125	11.565	-28.90251	1.469056e-08	1.469056e-08	-0.4817084	-0.008130518
33.66	3.201625	-28.44602	0.3928125	11.51653	-28.44602	1.469056e-08	1.469056e-08	-0.4741004	-0.01290833
33.67	3.201617	-28.01342	-0.04273438	11.46769	-28.01342	1.469056e-08	1.469056e-08	-0.4668903	-0.01761216
33.68	3.20168	-27.59368	0.3960156	11.41811	-27.59368	1.469056e-08	1.469056e-08	-0.4598946	-0.02224493
33.69	3.20168	-27.19753	-0.045625	11.36968	-27.19753	1.469056e-08	1.469056e-08	-0.4532922	-0.02680982
33.7	3.201641	-26.8116	0.4019531	11.32216	-26.8116	1.469056e-08	1.469056e-08	-0.4468601	-0.03130956
33.71	3.201633	-26.44472	-0.03375	11.27745	-26.44472	1.469056e-08	1.469056e-08	-0.4407453	-0.03574666
33.72	3.201641	-26.08292	0.4054688	11.23529	-26.08292	1.469056e-08	1.469056e-08	-0.4347154	-0.04012308
33.73	3.201586	-25.73453	-0.01617188	11.19731	-25.73453	1.469056e-08	1.469056e-08	-0.4289088	-0.04444038
33.74	3.201641	-25.38684	0.4250781	11.16292	-25.38684	1.469056e-08	1.469056e-08	-0.423114	-0.04869971
33.75	3.201625	-25.04862	-0.01273437	11.13315	-25.04862	1.469056e-08	1.469056e-08	-0.417477	-0.05290189
33.76	3.201656	-24.70914	0.4378906	11.10684	-24.70914	1.469056e-08	1.469056e-08	-0.4118191	-0.05704764
33.77	3.201625	-24.37753	-0.002890625	11.08432	-24.37753	1.469056e-08	1.469056e-08	-0.4062922	-0.06113744
33.78	3.20175	-24.04477	0.4459375	11.064	-24.04477	1.469056e-08	1.469056e-08	-0.4007461	-0.06517192
33.79	3.108195	-23.71981	0.01460938	11.04579	-23.71981	1.469056e-08	1.469056e-08	-0.3953302	-0.06915154
33.8	3.122523	-23.39452	0.4710938	11.02812	-23.39452	1.469056e-08	1.469056e-08	-0.3899087	-0.07307705
33.81	3.123906	-23.07697	0.03125	11.01091	-23.07697	1.469056e-08	1.469056e-08	-0.3846161	-0.07694892
33.82	3.201227	-22.75928	0.4884375	10.99311	-22.75928	1.469056e-08	1.469056e-08	-0.3793213	-0.08076794
33.83	3.201476	-22.44885	0.05210937	10.97502	-22.44885	1.469056e-08	1.469056e-08	-0.3741475	-0.08453453
33.84	3.201484	-22.13848	0.4907031	10.95626	-22.13848	1.469056e-08	1.469056e-08	-0.3689747	-0.08824951
33.85	3.201563	-21.83542	0.04789062	10.93755	-21.83542	1.469056e-08	1.469056e-08	-0.3639237	-0.09191325
33.86	3.201531	-21.53324	0.484375	10.91896	-21.53324	1.469056e-08	1.469056e-08	-0.3588874	-0.09552668
33.87	3.201625	-21.23878	0.0334375	10.90132	-21.23878	1.469056e-08	1.469056e-08	-0.3539796	-0.09909028
33.88	3.201578	-20.94575	0.4664063	10.88474	-20.94575	1.469056e-08	1.469056e-08	-0.3490958	-0.102605
33.89	3.201695	-20.65963	0.02117188	10.86984	-20.65963	1.469056e-08	1.469056e-08	-0.3443271	-0.1060714
33.9	3.201656	-20.37345	0.4592969	10.85649	-20.37345	1.469056e-08	1.469056e-08	-0.3395575	-0.1094903
33.91	3.201625	-20.09033	0.0103125	10.84498	-20.09033	1.469056e-08	1.469056e-08	-0.3348388	-0.1128617
33.92	3.201625	-19.80241	0.4528125	10.83494	-19.80241	1.469056e-08	1.469056e-08	-0.3300402	-0.1161856
33.93	3.201578	-19.51097	0.01335938	10.82642	-19.51097	1.469056e-08	1.469056e-08	-0.3251829	-0.1194611
33.94	3.201664	-19.20899	0.4583594	10.81895	-19.20899	1.469056e-08	1.469056e-08	-0.3201498	-0.1226874
33.95	3.201649	-18.89841	0.0346875	10.81249	-18.89841	1.469056e-08	1.469056e-08	-0.3149735	-0.1258624
33.96	3.201586	-18.57582	0.4853906	10.8067	-18.57582	1.469056e-08	1.469056e-08	-0.3095971	-0.1289848
33.97	3.201649	-18.24676	0.05078125	10.8016	-18.24676	1.469056e-08	1.469056e-08	-0.3041127	-0.1320527
33.98	3.201649	-17.91305	0.5010938	10.79701	-17.91305	1.469056e-08	1.469056e-08	-0.2985509	-0.1350654
33.99	3.201633	-17.58478	0.05804688	10.79303	-17.58478	1.469056e-08	1.469056e-08	-0.2930797	-0.1380227
34	3.201727	-17.26761	0.4871094	10.78956	-17.26761	1.469056e-08	1.469056e-08	-0.2877935	-0.1409262
34.01	3.201516	-16.97374	0.03546875	10.78669	-16.97374	1.469056e-08	1.469056e-08	-0.2828957	-0.1437786
34.02	3.201625	-16.70846	0.4598437	10.78431	-16.70845	1.469056e-08	1.469056e-08	-0.2784742	-0.1465845
34.03	3.201672	-16.48137	0.003359375	10.78233	-16.48137	1.469056e-08	1.469056e-08	-0.2746895	-0.1493492
34.04	3.201633	-16.29293	0.4385156	10.78052	-16.29293	1.469056e-08	1.469056e-08	-0.2715488	-0.1520795
34.05	3.201625	-16.14649	-0.02117188	10.77849	-16.14649	1.469056e-08	1.469056e-08	-0.2691082	-0.1547819
34.06	3.201586	-16.03622	0.4186719	10.7758	-16.03622	1.469056e-08	1.469056e-08	-0.2672704	-0.1574631
34.07	3.201656	-15.95891	-0.03257813	10.77181	-15.95891	1.469056e-08	1.469056e-08	-0.2659819	-0.1601288
34.08	3.201625	-15.90475	0.4	10.76602	-15.90475	1.469056e-08	1.469056e-08	-0.2650792	-0.1627837
34.09	3.201586	-15.86713	-0.04640625	10.75779	-15.86713	1.469056e-08	1.469056e-08	-0.2644522	-0.1654311
34.1	3.201609	-15.83679	0.3972656	10.74692	-15.83679	1.469056e-08	1.469056e-08	-0.2639465	-0.168073
34.11	3.201688	-15.808	-0.0465625	10.73335	-15.808	1.469056e-08	1.469056e-08	-0.2634667	-0.17071
34.12	3.201711	-15.77566	0.4007031	10.71758	-15.77566	1.469056e-08	1.469056e-08	-0.2629277	-0.173342
34.13	3.201641	-15.73746	-0.02828125	10.70048	-15.73746	1.469056e-08	1.469056e-08	-0.262291	-0.1759681
34.14	3.20157	-15.693	0.4273438	10.68328	-15.693	1.469056e-08	1.469056e-08	-0.2615499	-0.1785873
34.15	3.201539	-15.64287	-0.0121875	10.66757	-15.64287	1.469056e-08	1.469056e-08	-0.2607145	-0.1811986
34.16	3.20168	-15.58918	0.4424219	10.65478	-15.58918	1.469056e-08	1.469056e-08	-0.2598197	-0.1838012
34.17	3.201664	-15.53303	0.001484375	10.64636	-15.53303	1.469056e-08	1.469056e-08	-0.2588838	-0.1863946
34.18	3.201609	-15.4762	0.4555469	10.64301	-15.4762	1.469056e-08	1.469056e-08	-0.2579367	-0.1889786
34.19	3.201649	-15.4181	0.0225	10.64495	-15.4181	1.469056e-08	1.469056e-08	-0.2569684	-0.191553
34.2	3.201695	-15.35872	0.4810156	10.65139	-15.35872	1.469056e-08	1.469056e-08	-0.2559787	-0.1941177
34.21	3.201656	-15.29509	0.03976563	10.6608	-15.29509	1.469056e-08	1.469056e-08	-0.2549181	-0.1966721
34.22	3.201609	-15.2258	0.4951562	10.67111	-15.2258	1.469056e-08	1.469056e-08	-0.2537634	-0.1992155
34.23	3.201633	-15.14663	0.04390625	10.67966	-15.14663	1.469056e-08	1.469056e-08	-0.2524438	-0.2017465
34.24	3.201703	-15.05654	0.4755469	10.68428	-15.05654	1.469056e-08	1.469056e-08	-0.2509424	-0.2042634
34.25	3.201641	-14.9519	0.0253125	10.68263	-14.9519	1.469056e-08	1.469056e-08	-0.2491984	-0.2067641
34.26	3.201602	-14.83365	0.4600781	10.67384	-14.83365	1.469056e-08	1.469056e-08	-0.2472276	-0.2092462
34.27	3.201602	-14.70018	0.014375	10.6573	-14.70018	1.469056e-08	1.469056e-08	-0.245003	-0.2117072
34.28	3.20168	-14.55507	0.4523438	10.6341	-14.55507	1.469056e-08	1.469056e-08	-0.2425844	-0.214145
34.29	3.048336	-14.39925	0.01046875	10.60571	-14.39925	1.469056e-08	1.469056e-08	-0.2399874	-0.2165577
34.3	3.104758	-14.2385	0.4592187	10.57471	-14.2385	1.469056e-08	1.469056e-08	-0.2373083	-0.2189439
34.31	3.122406	-14.07569	0.01476562	10.5437	-14.07569	1.469056e-08	1.469056e-08	-0.2345948	-0.221303
34.32	3.201164	-13.91741	0.4636719	10.51542	-13.91741	1.469056e-08	1.469056e-08	-0.2319569	-0.2236354
34.33	3.201563	-13.76693	0.02171875	10.4922	-13.76693	1.469056e-08	1.469056e-08	-0.2294489	-0.2259419
34.34	3.201492	-13.62997	0.4615625	10.4756	-13.62997	1.469056e-08	1.469056e-08	-0.2271663	-0.2282245
34.35	3.201609	-13.50862	0.01914063	10.46666	-13.50862	1.469056e-08	1.469056e-08	-0.2251436	-0.2304855
34.36	3.201594	-13.40647	0.4572656	10.46532	-13.40647	1.469056e-08	1.469056e-08	-0.2234412	-0.232728
34.37	3.201695	-13.32344	0.0015625	10.47121	-13.32344	1.469056e-08	1.469056e-08	-0.2220573	-0.234955
34.38	3.201539	-13.26065	0.4435156	10.4831	-13.26065	1.469056e-08	1.469056e-08	-0.2210109	-0.23717
34.39	3.201656	-13.21561	-0.01148437	10.49982	-13.21561	1.469056e-08	1.469056e-08	-0.2202601	-0.239376
34.4	3.201617	-13.1873	0.4340625	10.5198	-13.1873	1.469056e-08	1.469056e-08	-0.2197883	-0.241576
34.41	3.201563	-13.17116	-0.0190625	10.54186	-13.17116	1.469056e-08	1.469056e-08	-0.2195193	-0.2437723
34.42	3.201617	-13.16473	0.4194531	10.56466	-13.16473	1.469056e-08	1.469056e-08	-0.2194122	-0.2459669
34.43	3.20168	-13.16205	-0.0246875	10.58737	-13.16205	1.469056e-08	1.469056e-08	-0.2193675	-0.2481607
34.44	3.201609	-13.16006	0.4178906	10.60901	-13.16006	1.469056e-08	1.469056e-08	-0.2193343	-0.2503543
34.45	3.201664	-13.15247	-0.01851563	10.62901	-13.15247	1.469056e-08	1.469056e-08	-0.2192078	-0.2525471
34.46	3.201656	-13.13669	0.4361719	10.64655	-13.1367	1.469056e-08	1.469056e-08	-0.2189449	-0.254738
34.47	3.201578	-13.10738	-0.0065625	10.66115	-13.10738	1.469056e-08	1.469056e-08	-0.2184563	-0.2569251
34.48	3.201586	-13.06356	0.4482031	10.67208	-13.06356	1.469056e-08	1.469056e-08	-0.2177261	-0.2591062
34.49	3.201649	-13.00215	0.009453125	10.67895	-13.00215	1.469056e-08	1.469056e-08	-0.2167025	-0.2612784
34.5	3.201672	-12.92501	0.4638281	10.68132	-12.92501	1.469056e-08	1.469056e-08	-0.2154168	-0.2634391
34.51	3.201656	-12.83221	0.01703125	10.67917	-12.83221	1.469056e-08	1.469056e-08	-0.2138701	-0.2655855
34.52	3.201578	-12.72881	0.4653125	10.67268	-12.72881	1.469056e-08	1.469056e-08	-0.2121468	-0.2677155
34.53	3.201641	-12.61737	0.01882813	10.66235	-12.61737	1.469056e-08	1.469056e-08	-0.2102894	-0.2698275
34.54	3.201672	-12.50468	0.4649219	10.64902	-12.50468	1.469056e-08	1.469056e-08	-0.2084113	-0.2719208
34.55	3.201609	-12.39326	0.02007813	10.63351	-12.39326	1.469056e-08	1.469056e-08	-0.2065544	-0.2739953
34.56	3.201594	-12.28891	0.4703125	10.61693	-12.28891	1.469056e-08	1.469056e-08	-0.2048151	-0.2760518
34.57	3.201563	-12.1912	0.01226562	10.59987	-12.1912	1.469056e-08	1.469056e-08	-0.2031867	-0.2780915
34.58	3.201664	-12.10259	0.4613281	10.58314	-12.10259	1.469056e-08	1.469056e-08	-0.2017099	-0.2801157
34.59	3.201633	-12.01861	0.003984375	10.56653	-12.01861	1.469056e-08	1.469056e-08	-0.2003102	-0.2821256
34.6	3.201633	-11.93835	0.4516406	10.55016	-11.93835	1.469056e-08	1.469056e-08	-0.1989725	-0.2841218
34.61	3.201641	-11.85507	0.001015625	10.53306	-11.85507	1.469056e-08	1.469056e-08	-0.1975845	-0.2861045
34.62	3.201609	-11.76706	0.4366406	10.51487	-11.76706	1.469056e-08	1.469056e-08	-0.1961176	-0.2880729
34.63	3.201641	-11.66911	-0.0171875	10.49446	-11.66911	1.469056e-08	1.469056e-08	-0.1944851	-0.2900259
34.64	3.201609	-11.56206	0.4398438	10.47176	-11.56206	1.469056e-08	1.469056e-08	-0.192701	-0.2919617
34.65	3.201617	-11.44555	-0.008046875	10.44633	-11.44555	1.469056e-08	1.469056e-08	-0.1907591	-0.2938789
34.66	3.201633	-11.32451	0.4447656	10.41905	-11.32451	1.469056e-08	1.469056e-08	-0.1887418	-0.2957762
34.67	3.201625	-11.20332	0.00359375	10.39059	-11.20332	1.469056e-08	1.469056e-08	-0.1867221	-0.2976532
34.68	3.201672	-11.08961	0.451875	10.36292	-11.08961	1.469056e-08	1.469056e-08	-0.1848268	-0.2995106
34.69	3.20157	-10.98974	0.00859375	10.33743	-10.98974	1.469056e-08	1.469056e-08	-0.1831623	-0.30135
34.7	3.201641	-10.91319	0.4570312	10.31623	-10.91319	1.469056e-08	1.469056e-08	-0.1818866	-0.3031748
34.71	3.201555	-10.86786	0.00546875	10.30008	-10.86786	1.469056e-08	1.469056e-08	-0.181131	-0.3049892
34.72	3.201649	-10.8677	0.4571094	10.2894	-10.8677	1.469056e-08	1.469056e-08	-0.1811283	-0.3067998
34.73	3.20157	-10.92052	0.001171875	10.2828	-10.92052	1.469056e-08	1.469056e-08	-0.1820086	-0.3086148
34.74	3.201578	-11.0394	0.4503906	10.27771	-11.0394	1.469056e-08	1.469056e-08	-0.18399	-0.3104441
34.75	3.201656	-11.21944	-0.0040625	10.27103	-11.21944	1.469056e-08	1.469056e-08	-0.1869907	-0.3122987
34.76	3.201672	-11.45251	0.458125	10.25898	-11.45251	1.469056e-08	1.469056e-08	-0.1908752	-0.3141877
34.77	3.201578	-11.69861	0.003203125	10.24064	-11.69861	1.469056e-08	1.469056e-08	-0.1949768	-0.316118
34.78	3.201695	-11.89901	0.46375	10.21694	-11.89901	1.469056e-08	1.469056e-08	-0.1983168	-0.3180856
34.79	3.124211	-11.96134	0.01945312	10.1954	-11.96134	1.469056e-08	1.469056e-08	-0.1993557	-0.3200774
34.8	3.047922	-11.76185	0.4717187	10.18934	-11.76185	1.469056e-08	1.469056e-08	-0.1960309	-0.3220578
34.81	3.097977	-11.1684	0.02617188	10.21915	-11.1684	1.469056e-08	1.469056e-08	-0.1861399	-0.3239748
34.82	3.201219	-10.01905	0.4763281	10.31432	-10.01905	1.469056e-08	1.469056e-08	-0.1669842	-0.3257457
34.83	3.201539	-8.195676	0.01484375	10.50548	-8.195676	1.469056e-08	1.469056e-08	-0.1365946	-0.3272712
34.84	3.201516	-5.568665	0.45625	10.83317	-5.568665	1.469056e-08	1.469056e-08	-0.09281109	-0.3284232
34.85	3.201602	-2.107828	0.0040625	11.32681	-2.107829	1.469056e-08	1.469056e-08	-0.03513047	-0.3290687
34.86	3.201555	2.205148	0.4545312	12.02367	2.205148	0.02499999	1.469056e-08	0.03675247	-0.008106085	#* INSPI 
34.87	3.201633	7.266517	0.00046875	12.93617	7.266517	1.469056e-08	1.469056e-08	0.1211086	0.000912516
34.88	3.201641	12.95031	0.4613281	14.08153	12.95031	1.469056e-08	1.469056e-08	0.2158385	0.002603045
34.89	3.201586	19.03962	0.01703125	15.44367	19.03962	1.469056e-08	1.469056e-08	0.317327	0.005276231
34.9	3.201516	25.3052	0.4821875	17.01053	25.3052	1.469056e-08	1.469056e-08	0.4217534	0.008985188
34.91	3.201555	31.50055	0.026875	18.73831	31.50055	1.469056e-08	1.469056e-08	0.5250092	0.01373337
34.92	3.201586	37.38756	0.4834375	20.58986	37.38756	1.469056e-08	1.469056e-08	0.6231261	0.01949318
34.93	3.201492	42.79048	0.03304687	22.50743	42.79048	1.469056e-08	1.469056e-08	0.7131746	0.02619266
34.94	3.201476	47.55299	0.4832031	24.44457	47.55299	1.469056e-08	1.469056e-08	0.7925499	0.03374183
34.95	3.201469	51.62664	0.02664062	26.34893	51.62664	1.469056e-08	1.469056e-08	0.860444	0.04202407
34.96	3.201539	54.97373	0.4755469	28.18317	54.97373	1.469056e-08	1.469056e-08	0.9162289	0.05092532
34.97	3.201563	57.66041	0.02070313	29.91492	57.66041	1.469056e-08	1.469056e-08	0.9610068	0.06032486
34.98	3.201523	59.74197	0.46125	31.52715	59.74197	1.469056e-08	1.469056e-08	0.9956994	0.07012137
34.99	3.2015	61.33822	7.8125e-05	33.01069	61.33821	1.469056e-08	1.469056e-08	1.022304	0.08021988
35	3.201516	62.54041	0.446875	34.36906	62.5404	1.469056e-08	1.469056e-08	1.04234	0.09055114
35.01	3.201414	63.4586	-0.02398438	35.60875	63.45859	1.469056e-08	1.469056e-08	1.057643	0.1010556
35.02	3.201469	64.1745	0.4310937	36.74623	64.1745	1.469056e-08	1.469056e-08	1.069575	0.1116961
35.03	3.201414	64.75793	-0.02929688	37.79234	64.75793	1.469056e-08	1.469056e-08	1.079299	0.1224426
35.04	3.201531	65.26433	0.4289844	38.76748	65.26433	1.469056e-08	1.469056e-08	1.087739	0.1332801
35.05	3.201539	65.72507	-0.01835938	39.67843	65.72507	1.469056e-08	1.469056e-08	1.095418	0.1441968
35.06	3.201461	66.17405	0.4358594	40.54405	66.17405	1.469056e-08	1.469056e-08	1.102901	0.1551898
35.07	3.201508	66.62058	-0.006796875	41.36445	66.62058	1.469056e-08	1.469056e-08	1.110343	0.1662565
35.08	3.201531	67.08598	0.4521875	42.15629	67.08598	1.469056e-08	1.469056e-08	1.1181	0.1773996
35.09	3.201476	67.56937	-0.001875	42.91487	67.56937	1.469056e-08	1.469056e-08	1.126156	0.1886215
35.1	3.201508	68.08097	0.4490625	43.65656	68.08098	1.469056e-08	1.469056e-08	1.134683	0.1999265
35.11	3.20143	68.61228	-0.001953125	44.37505	68.61228	1.469056e-08	1.469056e-08	1.143538	0.2113184
35.12	3.201578	69.15562	0.4498437	45.08714	69.15563	1.469056e-08	1.469056e-08	1.152594	0.2228002
35.13	3.201492	69.693	-0.0025	45.78589	69.693	1.469056e-08	1.469056e-08	1.16155	0.2343722
35.14	3.201461	70.18954	0.459375	46.48533	70.18954	1.469056e-08	1.469056e-08	1.169826	0.246031
35.15	3.201563	70.61633	0.0153125	47.17532	70.61633	1.469056e-08	1.469056e-08	1.176939	0.257767
35.16	3.201609	70.90015	0.4670312	47.8596	70.90015	1.469056e-08	1.469056e-08	1.181669	0.269563
35.17	3.201437	70.99916	0.021875	48.52019	70.99916	1.469056e-08	1.469056e-08	1.183319	0.2813914
35.18	3.201476	70.79462	0.4702344	49.1421	70.79462	1.469056e-08	1.469056e-08	1.17991	0.2932117
35.19	3.201469	70.23897	0.02539062	49.69674	70.23897	1.469056e-08	1.469056e-08	1.17065	0.3049691
35.2	3.201453	69.17998	0.4791406	50.14798	69.17998	1.469056e-08	1.469056e-08	1.153	0.3165925
35.21	3.201476	67.59114	0.02390625	50.46158	67.59114	1.469056e-08	1.469056e-08	1.126519	0.327995
35.22	3.201516	65.32139	0.4732031	50.58878	65.32139	1.469056e-08	1.469056e-08	1.08869	0.3390759
35.23	3.201461	62.4038	0.01734375	50.50382	62.4038	1.469056e-08	1.469056e-08	1.040063	0.3497231
35.24	3.201437	58.72525	0.4736719	50.16275	58.72525	1.469056e-08	1.469056e-08	0.9787541	0.3598196
35.25	3.201555	54.40376	0.02171875	49.56562	54.40376	1.469056e-08	1.469056e-08	0.9067293	0.3692472
35.26	3.201586	49.37559	0.4753906	48.6894	49.37559	1.469056e-08	1.469056e-08	0.8229265	0.3778937
35.27	3.201539	43.83662	0.00921875	47.56994	43.83662	1.469056e-08	1.469056e-08	0.7306104	0.385657
35.28	3.201516	37.74974	0.4692969	46.20848	37.74974	1.469056e-08	1.469056e-08	0.6291624	0.3924493
35.29	3.123312	31.35093	0.0065625	44.67149	31.35093	1.469056e-08	1.469056e-08	0.5225155	0.3981988
35.3	3.123969	24.59028	0.4714844	42.9717	24.59028	1.469056e-08	1.469056e-08	0.409838	0.40285
35.31	3.048	17.70276	0.004921875	41.18811	17.70276	1.469056e-08	1.469056e-08	0.2950461	0.4063622
35.32	3.201125	10.60597	0.4683594	39.32468	10.60597	1.469056e-08	1.469056e-08	0.1767662	0.408708
35.33	3.2015	3.521369	-0.000390625	37.45343	3.521368	1.469056e-08	1.469056e-08	0.05868947	0.4098709
35.34	3.201609	-3.64588	0.4727344	35.55645	-3.645881	1.469056e-08	0.02499999	-0.06076468	0.4098453	#* EXPI 
35.35	3.201469	-10.67077	0.00453125	33.69006	-10.67077	1.469056e-08	1.469056e-08	-0.1778462	0.4086361
35.36	3.201594	-17.62002	0.4710938	31.81759	-17.62002	1.469056e-08	1.469056e-08	-0.2936669	0.4062613
35.37	3.201633	-24.24459	-0.001640625	29.98558	-24.24459	1.469056e-08	1.469056e-08	-0.4040766	0.4027546
35.38	3.201649	-30.56218	0.4760938	28.15418	-30.56218	1.469056e-08	1.469056e-08	-0.5093697	0.398168
35.39	3.201688	-36.31016	-0.0021875	26.37251	-36.31016	1.469056e-08	1.469056e-08	-0.6051694	0.3925756
35.4	3.201609	-41.48173	0.4641406	24.61289	-41.48173	1.469056e-08	1.469056e-08	-0.6913622	0.3860723
35.41	3.201664	-45.8492	-0.00125	22.93363	-45.8492	1.469056e-08	1.469056e-08	-0.7641534	0.3787748
35.42	3.201742	-49.43607	0.4507813	21.32256	-49.43607	1.469056e-08	1.469056e-08	-0.8239344	0.3708147
35.43	3.201672	-52.10425	-0.01523438	19.84188	-52.10425	1.469056e-08	1.469056e-08	-0.8684042	0.3623356
35.44	3.201547	-53.9504	0.4494531	18.48497	-53.9504	1.469056e-08	1.469056e-08	-0.8991733	0.3534819
35.45	3.201719	-54.95052	-0.01867187	17.30443	-54.95052	1.469056e-08	1.469056e-08	-0.915842	0.3443944
35.46	3.201742	-55.27133	0.4401563	16.28526	-55.27133	1.469056e-08	1.469056e-08	-0.9211888	0.3351993
35.47	3.201688	-54.97907	-0.01796875	15.45877	-54.97907	1.469056e-08	1.469056e-08	-0.9163178	0.3260054
35.48	3.201703	-54.26291	0.4410937	14.79453	-54.26291	1.469056e-08	1.469056e-08	-0.9043818	0.316898
35.49	3.201688	-53.22474	-0.015625	14.3006	-53.22474	1.469056e-08	1.469056e-08	-0.887079	0.3079397
35.5	3.201695	-52.01871	0.4476563	13.93533	-52.01871	1.469056e-08	1.469056e-08	-0.8669785	0.2991701
35.51	3.201656	-50.73234	-0.01	13.69125	-50.73235	1.469056e-08	1.469056e-08	-0.8455391	0.2906099
35.52	3.201727	-49.45221	0.4498437	13.52664	-49.45221	1.469056e-08	1.469056e-08	-0.8242035	0.2822642
35.53	3.201656	-48.22902	-0.00296875	13.42948	-48.22902	1.469056e-08	1.469056e-08	-0.803817	0.2741279
35.54	3.201625	-47.0854	0.4589844	13.36787	-47.0854	1.469056e-08	1.469056e-08	-0.7847568	0.2661885
35.55	3.201688	-46.04122	0.0028125	13.33304	-46.04123	1.469056e-08	1.469056e-08	-0.7673537	0.2584316
35.56	3.201649	-45.08164	0.4635156	13.30648	-45.08164	1.469056e-08	1.469056e-08	-0.7513607	0.250841
35.57	3.201727	-44.21236	0.007578125	13.28472	-44.21237	1.469056e-08	1.469056e-08	-0.7368728	0.2434029
35.58	3.201609	-43.40752	0.4730469	13.26006	-43.40752	1.469056e-08	1.469056e-08	-0.7234586	0.2361037
35.59	3.201688	-42.67018	0.02179687	13.23243	-42.67018	1.469056e-08	1.469056e-08	-0.7111697	0.228933
35.6	3.201649	-41.97719	0.4814844	13.19993	-41.97719	1.469056e-08	1.469056e-08	-0.6996199	0.221881
35.61	3.201609	-41.33184	0.02398438	13.16333	-41.33184	1.469056e-08	1.469056e-08	-0.6888639	0.2149406
35.62	3.201742	-40.71644	0.4835938	13.12249	-40.71643	1.469056e-08	1.469056e-08	-0.6786073	0.2081048
35.63	3.201641	-40.13388	0.02265625	13.07763	-40.13389	1.469056e-08	1.469056e-08	-0.6688981	0.201369
35.64	3.201656	-39.57192	0.4863281	13.02857	-39.57192	1.469056e-08	1.469056e-08	-0.659532	0.1947282
35.65	3.201641	-39.03423	0.02210937	12.97503	-39.03423	1.469056e-08	1.469056e-08	-0.6505705	0.1881792
35.66	3.201664	-38.51388	0.4864062	12.91674	-38.51388	1.469056e-08	1.469056e-08	-0.6418979	0.1817181
35.67	3.201649	-38.01571	0.03148437	12.85362	-38.01571	1.469056e-08	1.469056e-08	-0.6335952	0.1753421
35.68	3.201695	-37.53642	0.489375	12.78592	-37.53642	1.469056e-08	1.469056e-08	-0.6256069	0.1690472
35.69	3.201625	-37.08121	0.03054687	12.7143	-37.08121	1.469056e-08	1.469056e-08	-0.6180201	0.1628305
35.7	3.201688	-36.64851	0.4867188	12.63978	-36.64851	1.469056e-08	1.469056e-08	-0.6108085	0.1566875
35.71	3.201727	-36.24216	0.02007813	12.56368	-36.24216	1.469056e-08	1.469056e-08	-0.6040359	0.1506146
35.72	3.20168	-35.86022	0.480625	12.48744	-35.86022	1.469056e-08	1.469056e-08	-0.5976703	0.1446071
35.73	3.201688	-35.50318	0.0134375	12.41265	-35.50318	1.469056e-08	1.469056e-08	-0.5917196	0.1386613
35.74	3.20157	-35.16717	0.4692187	12.34064	-35.16717	1.469056e-08	1.469056e-08	-0.5861195	0.132773
35.75	3.201633	-34.84807	0.007265625	12.27276	-34.84807	1.469056e-08	1.469056e-08	-0.5808011	0.1269394
35.76	3.201711	-34.53995	0.4604688	12.20987	-34.53995	1.469056e-08	1.469056e-08	-0.5756658	0.1211576
35.77	3.201649	-34.23497	-0.001015625	12.15276	-34.23496	1.469056e-08	1.469056e-08	-0.5705828	0.1154272
35.78	3.201703	-33.92729	0.4488281	12.10167	-33.92729	1.469056e-08	1.469056e-08	-0.5654548	0.1097474
35.79	3.119094	-33.60859	-0.01546875	12.05675	-33.6086	1.469056e-08	1.469056e-08	-0.5601432	0.10412
35.8	3.123258	-33.2765	0.4389062	12.01767	-33.2765	1.469056e-08	1.469056e-08	-0.5546084	0.0985466
35.81	3.124125	-32.92601	-0.0278125	11.98395	-32.92602	1.469056e-08	1.469056e-08	-0.5487669	0.09303032
35.82	3.201297	-32.56044	0.4396875	11.95481	-32.56044	1.469056e-08	1.469056e-08	-0.5426739	0.08757356
35.83	3.2015	-32.17967	-0.0271875	11.92909	-32.17967	1.469056e-08	1.469056e-08	-0.5363278	0.08217929
35.84	3.201617	-31.79199	0.4321875	11.90575	-31.792	1.469056e-08	1.469056e-08	-0.5298666	0.07684895
35.85	3.201695	-31.40059	-0.03109375	11.88312	-31.40059	1.469056e-08	1.469056e-08	-0.5233433	0.07158384
35.86	3.201672	-31.0156	0.4330469	11.8602	-31.01559	1.469056e-08	1.469056e-08	-0.5169266	0.0663833
35.87	3.201586	-30.63964	-0.02929688	11.83527	-30.63964	1.469056e-08	1.469056e-08	-0.5106606	0.06124643
