Interval=	0.001 s
ExcelDateTime=	4.5847400977275240e+004	09/07/2025 9:37:24.43658
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	PushSWE	Flow	EMG	Pressure	VolumeResp
Range=	10.000 V	500.0 mV	100.00 mV	100.00 mV	1.00 L/s.s
UnitName=	*	L/min	*	cmH2O	*
TopValue=	*	138.18	*	3526.16	*
BottomValue=	*	-135.94	*	-3491.39	*
0.284	3.200469	-19.64991	-0.0078125	12.45243	-0.04152414
0.285	3.200703	-19.66509	-0.2390625	12.6169	-0.04185179
0.286	3.200703	-19.67937	-0.4046875	12.64431	-0.0421797
0.287	3.200938	-19.69293	-0.4679688	12.69914	-0.04250783
0.288	3.200625	-19.70598	-0.5046875	12.69914	-0.04283618
0.289	3.200703	-19.71831	-0.4773438	12.58949	-0.04316474
0.29	3.200625	-19.7303	-0.3875	12.69914	-0.04349351
0.291	3.200859	-19.74157	-0.2492188	12.67172	-0.04382246
0.292	3.200703	-19.75251	-0.07890625	12.78137	-0.0441516
0.293	3.200703	-19.76291	0.128125	12.6169	-0.04448092
0.294	3.200703	-19.77286	0.3359375	12.56207	-0.04481041
0.295	3.201016	-19.7821	0.5492187	12.45243	-0.04514005
0.296	3.200391	-19.79073	0.7085938	12.64431	-0.04546984
0.297	3.200938	-19.79927	0.7851563	12.67172	-0.04579978
0.298	3.200938	-19.80792	0.8273438	12.58949	-0.04612985
0.299	3.200703	-19.81644	0.8203125	12.58949	-0.04646008
0.3	3.200391	-19.82372	0.7320313	12.56207	-0.04679043
0.301	2.661328	-19.82961	0.5898438	12.56207	-0.04712089
0.302	2.476016	-19.83437	0.4304688	12.45243	-0.04745143
0.303	2.31375	-19.83869	0.2304688	12.3976	-0.04778205
0.304	2.367969	-19.84267	-0.00703125	12.45243	-0.04811274
0.305	2.430703	-19.84622	-0.2382813	12.45243	-0.04844349
0.306	2.145156	-19.84933	-0.4078125	12.3976	-0.04877429
0.307	2.249609	-19.85205	-0.4757813	12.31536	-0.04910514
0.308	2.377188	-19.85452	-0.5101562	12.37019	-0.04943603
0.309	2.6475	-19.85667	-0.503125	12.45243	-0.04976697
0.31	2.69375	-19.8586	-0.3882813	12.45243	-0.05009793
0.311	3.196641	-19.86026	-0.2445313	12.47984	-0.05042892
0.312	3.199453	-19.86171	-0.07421875	12.53466	-0.05075994
0.313	3.199922	-19.86295	0.128125	12.47984	-0.05109099
0.314	3.200156	-19.86397	0.3492188	12.56207	-0.05142205
0.315	3.200156	-19.86468	0.5671875	12.56207	-0.05175312
0.316	3.200078	-19.86505	0.7117188	12.58949	-0.0520842
0.317	3.200312	-19.8653	0.7875	12.56207	-0.05241529
0.318	3.200547	-19.86565	0.8390625	12.50725	-0.05274638
0.319	3.200625	-19.86598	0.8289063	12.3976	-0.05307748
0.32	3.200312	-19.86584	0.725	12.37019	-0.05340858
0.321	3.200625	-19.86494	0.596875	12.42501	-0.05373966
0.322	3.200781	-19.86339	0.44375	12.37019	-0.05407073
0.323	3.200312	-19.86157	0.2328125	12.37019	-0.05440177
0.324	3.200547	-19.85956	-0.00078125	12.34278	-0.05473278
0.325	3.200703	-19.85738	-0.2203125	12.3976	-0.05506375
0.326	3.200547	-19.85494	-0.3703125	12.47984	-0.05539468
0.327	3.200312	-19.85233	-0.4578125	12.45243	-0.05572557
0.328	3.200469	-19.84956	-0.4945313	12.34278	-0.05605641
0.329	3.200703	-19.84668	-0.4757813	12.28795	-0.05638721
0.33	3.200547	-19.84367	-0.3648438	12.23313	-0.05671796
0.331	3.200703	-19.84054	-0.2351563	12.34278	-0.05704865
0.332	3.200703	-19.83733	-0.084375	12.42501	-0.05737929
0.333	3.200781	-19.834	0.1179688	12.45243	-0.05770988
0.334	3.200938	-19.83062	0.3601563	12.34278	-0.05804041
0.335	3.200469	-19.82707	0.575	12.3976	-0.05837088
0.336	3.200625	-19.82343	0.7171875	12.45243	-0.0587013
0.337	3.200859	-19.81967	0.8007813	12.47984	-0.05903165
0.338	3.200625	-19.81598	0.859375	12.45243	-0.05936194
0.339	3.200312	-19.81232	0.834375	12.31536	-0.05969216
0.34	3.200859	-19.80851	0.721875	12.28795	-0.06002233
0.341	3.200781	-19.80443	0.60625	12.56207	-0.06035243
0.342	3.200625	-19.80001	0.4460938	12.53466	-0.06068246
0.343	3.200625	-19.79551	0.228125	12.31536	-0.06101241
0.344	3.200938	-19.79088	-0.0078125	12.23313	-0.06134229
0.345	3.200781	-19.78628	-0.221875	12.23313	-0.06167209
0.346	3.200547	-19.78155	-0.3648438	12.23313	-0.06200181
0.347	3.200703	-19.77681	-0.4492188	12.26054	-0.06233145
0.348	3.200859	-19.77201	-0.4921875	12.26054	-0.06266102
0.349	3.200859	-19.7672	-0.465625	12.37019	-0.0629905
